"Sp","Betacov","R.Alb","R.Car3","R.Dal1","R.Far1","R.Gut1","R.Po2","R.Po3","R.Stock1","P.Alb","P.Car3","P.Dal1","P.Far1","P.Gut1","P.Po2","P.Po3","P.Stock1","InSample","Rank","PropRank"
"Rhinolophus coelophyllus",0,0.0781089414182939,0.0815412186379928,0.847985347985348,0.465703971119134,0.032258064516129,1,1,0.0863377609108159,0.231416666666667,0.460327858799952,0.368754936747572,0.251275393899949,0.948003896747848,0.2,0.203415289746225,0.419679024855449,1,127.75,0.448991913073464
"Phyllostomus hastatus",0,0.784172661870504,0.92741935483871,0.142857142857143,0.0722021660649819,0.327060931899642,0.151202749140893,0.36036036036036,0.849146110056926,0.136416666666667,0.020406207049528,1.04492506263754,0.490477520667739,0.5899029380826,0.6,0.291327377658313,0.0958010041833629,1,402.375,0.451802684636145
"Tadarida brasiliensis",0,0.717368961973278,0.798387096774194,0.0494505494505494,0.0938628158844765,0.523297491039427,0.151202749140893,0.594594594594595,0.714421252371917,0.142666666666667,0.0377865742462825,1.37111214080112,0.4637365751402,0.385887402004423,0.6,0.269349355680291,0.141822858152024,1,389.9375,0.455323188903666
"Uroderma bilobatum",0,0.76978417266187,0.520609318996416,0.241758241758242,0.140794223826715,0.289426523297491,0.36426116838488,0.594594594594595,0.759962049335863,0.138083333333333,0.116939058010338,0.818816409561624,0.421695396293917,0.652791880462282,0.4,0.269349355680291,0.126902398787017,1,343,0.460148786607009
"Hipposideros fuliginosus",1,0.649537512846865,0.206093189964158,0.652014652014652,0.805054151624549,0.270609318996416,NA,0.475225225225225,0.179316888045541,0.159416666666667,0.352450139274903,0.493257746318137,0.216067927293975,0.684447676359431,NA,0.280338366669302,0.355698185482299,1,265.642857142857,0.462550134102487
"Pteropus rufus",1,0.548818088386434,0.338709677419355,0.78021978021978,0.386281588447653,0.315412186379928,1,0.265765765765766,0.127134724857685,0.172833333333333,0.224043273376428,0.402620295097752,0.30938865656647,0.606663775193941,0.2,0.302316388647324,0.38642718221815,1,240.3125,0.470292726434575
"Myotis septentrionalis",0,0.491778006166495,0.890681003584229,0.102564102564103,0.126353790613718,0.762544802867383,0.151202749140893,0.594594594594595,0.67741935483871,0.17575,0.023769111231525,1.1387817958313,0.445885259373847,0.172252517835057,0.6,0.269349355680291,0.151017645702749,1,406.8125,0.474642300546266
"Epomophorus wahlbergi",0,0.0755395683453237,0.17921146953405,0.456043956043956,0.501805054151625,0.183691756272401,1,1,0.438330170777989,0.232333333333333,0.379776200698401,0.593254414531072,0.239124785294095,0.837544706686582,0.2,0.203415289746225,0.224124744236171,1,196.4375,0.479327746890668
"Carollia brevicauda",0,0.755909558067831,0.507168458781362,0.238095238095238,0.209386281588448,0.341397849462366,0.36426116838488,0.623873873873874,0.847248576850095,0.139416666666667,0.125757825229184,0.839449266308155,0.380715649420059,0.566231440897986,0.4,0.247371333702269,0.096037235823088,1,361.25,0.485917625638012
"Rhinolophus monoceros",1,NA,0.380824372759857,0.652014652014652,0.628158844765343,0.790322580645161,NA,0.475225225225225,0.0246679316888046,NA,0.185764282762635,0.493257746318137,0.219158276525588,0.152619050480087,NA,0.280338366669302,0.498788403247345,1,298.416666666667,0.491868934516507
"Rhinolophus rouxii",0,0.191675231243577,0.188172043010753,0.752747252747253,0.444043321299639,0.0770609318996416,1,1,0.343453510436433,0.20925,0.371301510869688,0.442299748138695,0.257409335615085,0.923784688372369,0.2,0.203415289746225,0.262968606725231,1,192.5625,0.499644036329662
"Epomops dobsonii",0,0.146968139773895,0.244623655913978,0.456043956043956,0.505415162454874,0.32258064516129,1,1,0.327324478178368,0.218583333333333,0.307380385178821,0.593254414531072,0.233823554285363,0.594109745331277,0.2,0.203415289746225,0.268775328845347,1,219.125,0.500369504690795
"Rhinolophus hildebrandtii",0,0.139773895169579,0.443548387096774,0.968864468864469,0.494584837545126,0.293010752688172,NA,1,0.217267552182163,0.220166666666667,0.151616388799764,0.227812839370122,0.242044848674227,0.64349953448858,NA,0.203415289746225,0.3338087351653,1,258.642857142857,0.508149984792326
"Rhinolophus simulator",0,0.236382322713258,0.181003584229391,0.847985347985348,0.490974729241877,0.199820788530466,1,1,0.14326375711575,0.200833333333333,0.377063076066719,0.368754936747572,0.248282754297662,0.817475874896407,0.2,0.203415289746225,0.377727582413422,1,192.625,0.512428816227011
"Pipistrellus subflavus",0,0.361767728674203,0.731182795698925,0.21978021978022,0.23826714801444,0.741935483870968,0.36426116838488,0.695945945945946,0.763757115749526,0.184166666666667,0.0504897114981501,0.846114482672009,0.325548677731108,0.18977162197877,0.4,0.225393311724247,0.12582939683288,1,391.8125,0.514612200764888
"Nyctinomops laticaudatus",1,0.856115107913669,0.669354838709677,0.122710622710623,0.32129963898917,0.401433691756272,1,0.265765765765766,0.490512333965844,0.128583333333333,0.0655641793690894,1.07546082768289,0.314772134395868,0.502355858164597,0.2,0.302316388647324,0.208420983919423,1,359,0.515898999976378
"Myotis velifer",0,0.314491264131552,0.724014336917563,0.21978021978022,0.249097472924188,0.767025089605735,0.36426116838488,0.695945945945946,0.796015180265655,0.188583333333333,0.051096603487075,0.846114482672009,0.322499610905522,0.169589150118264,0.4,0.225393311724247,0.115131038854388,1,393.1875,0.516328834744467
"Pteropus poliocephalus",0,0.58273381294964,0.568996415770609,0.923076923076923,0.1985559566787,0.386200716845878,0.36426116838488,0.623873873873874,0.518975332068311,0.17075,0.0915476361693912,0.359987156726851,0.38786393837934,0.515556879137404,0.4,0.247371333702269,0.202162617253914,1,334.8125,0.520834274956102
"Hipposideros diadema",0,0.120246659815005,0.124551971326165,0.847985347985348,0.617328519855596,0.128136200716846,1,1,0.367172675521822,0.223666666666667,0.410868929930825,0.368754936747572,0.219225520449682,0.890607275640769,0.2,0.203415289746225,0.250472020521235,1,194.5,0.525677671902598
"Eumops glaucinus",1,0.832476875642343,0.594982078853047,0.122710622710623,0.277978339350181,0.568996415770609,1,0.265765765765766,0.554079696394687,0.131416666666667,0.0822667584769312,1.07546082768289,0.318135860326928,0.339387770009741,0.2,0.302316388647324,0.189979663523754,1,376,0.527123724310907
"Mormoops megalophylla",0,0.696813977389517,0.710573476702509,0.157509157509158,0.404332129963899,0.594086021505376,0.36426116838488,0.695945945945946,0.636622390891841,0.144666666666667,0.0549322464228376,1.02317095474501,0.306728636078984,0.316122554814163,0.4,0.225393311724247,0.163692487117137,1,395.9375,0.532518033536641
"Myotis riparius",0,0.246659815005139,0.793010752688172,0.21978021978022,0.270758122743682,0.672939068100358,0.36426116838488,0.695945945945946,0.999051233396584,0.19825,0.0379843470202815,0.846114482672009,0.318338748077351,0.232981683723823,0.4,0.225393311724247,0.0192139557005635,1,408.9375,0.532800790755623
"Dobsonia moluccensis",1,0.584275436793422,0.396057347670251,0.78021978021978,0.397111913357401,0.74910394265233,1,0.265765765765766,0.104364326375712,0.170666666666667,0.176412868981047,0.402620295097752,0.30708705699256,0.184810833143286,0.2,0.302316388647324,0.407904437113011,1,310.5,0.534612314104333
"Scotophilus nigrita",0,0.134635149023638,0.0385304659498208,0.752747252747253,0.682310469314079,0.0376344086021505,1,1,0.637571157495256,0.220916666666667,0.514496979671045,0.442299748138695,0.21772254660527,0.944242178262463,0.2,0.203415289746225,0.163649192391174,1,206.25,0.535428612891525
"Hipposideros abae",0,0.535971223021583,0.203405017921147,0.93040293040293,0.422382671480144,0.217741935483871,1,0.695945945945946,0.354838709677419,0.17375,0.356251929973481,0.328230614920047,0.303096913417447,0.776193699964243,0.2,0.225393311724247,0.257795054219609,1,254.5625,0.54508605424163
"Carollia sowelli",1,NA,0.468637992831541,0.652014652014652,NA,0.585125448028674,NA,0.475225225225225,NA,NA,0.139705579694085,0.493257746318137,NA,0.326454339613498,NA,0.280338366669302,NA,1,364.875,0.545250829525023
"Hipposideros cineraceus",0,0.0570400822199383,0.169354838709677,0.752747252747253,0.963898916967509,0.140681003584229,1,1,0.278937381404175,0.23725,0.383870013534596,0.442299748138695,0.210343670543333,0.882686016440414,0.2,0.203415289746225,0.294958851500897,1,191.9375,0.545332434454098
"Nyctalus lasiopterus",0,0.202466598150051,0.0949820788530466,0.847985347985348,0.534296028880866,0.100358422939068,1,1,0.588235294117647,0.208,0.442857148075043,0.368754936747572,0.222736618244615,0.910919602253529,0.2,0.203415289746225,0.177099581479897,1,222.75,0.546040471365753
"Nyctalus plancyi",0,0.16032887975334,0.24910394265233,0.847985347985348,0.537906137184116,0.17921146953405,1,1,0.446869070208729,0.216666666666667,0.305803260705237,0.368754936747572,0.222676268116958,0.845117958377895,0.2,0.203415289746225,0.220878475508416,1,231.625,0.552675605914739
"Myotis brandtii",0,0.168036998972251,0.0672043010752688,0.847985347985348,0.67870036101083,0.0743727598566308,1,1,0.590132827324478,0.215333333333333,0.47762477122715,0.368754936747572,0.217764142665012,0.925189522462125,0.2,0.203415289746225,0.177002307733824,1,216.3125,0.553304074528101
"Pteronotus personatus",1,0.76978417266187,0.603046594982079,0.652014652014652,0.790613718411552,0.263440860215054,NA,0.475225225225225,0.347248576850095,0.138083333333333,0.0797124375575299,0.493257746318137,0.216318733315281,0.698958559596105,NA,0.280338366669302,0.261047371110802,1,369.214285714286,0.557339114337218
"Tylonycteris robustula",0,0.013360739979445,0.0931899641577061,0.847985347985348,0.815884476534296,0.110215053763441,1,1,0.631878557874763,0.2615,0.449548928551334,0.368754936747572,0.215967370894556,0.90753878410017,0.2,0.203415289746225,0.164474498075825,1,216.375,0.564064267536875
"Myotis capaccinii",0,0.193216855087359,0.0824372759856631,0.847985347985348,0.620938628158845,0.116487455197133,1,1,0.674573055028463,0.209166666666667,0.460291852727166,0.368754936747572,0.219219050412172,0.902843472537279,0.2,0.203415289746225,0.151327474623971,1,236.5,0.566954827180351
"Saccolaimus saccolaimus",0,0.326824254881809,0.134408602150538,0.456043956043956,0.8014440433213,0.0546594982078853,1,1,0.768500948766603,0.187166666666667,0.404913108450627,0.593254414531072,0.216102664049993,0.935869954653878,0.2,0.203415289746225,0.12461623015393,1,256.625,0.567735162921511
"Myotis volans",0,0.396197327852004,0.896057347670251,0.21978021978022,0.267148014440433,0.879928315412186,0.36426116838488,0.695945945945946,0.841555977229602,0.181416666666667,0.023089894206943,0.846114482672009,0.31834529208757,0.0962223112716197,0.4,0.225393311724247,0.0983386072587297,1,449.5,0.57010928958944
"Artibeus cinereus",0,0.675231243576567,0.593189964157706,0.157509157509158,0.350180505415162,0.870071684587814,0.36426116838488,0.695945945945946,0.888045540796964,0.147333333333333,0.0827000367964136,1.02317095474501,0.313007643508362,0.101404078949923,0.4,0.225393311724247,0.0847652939798481,1,446.6875,0.574304401296775
"Philetor brachypterus",0,0.116135662898253,0.163082437275986,0.456043956043956,0.808664259927798,0.254480286738351,1,1,0.798861480075901,0.224333333333333,0.388173811310124,0.593254414531072,0.216048126468653,0.722570408933409,0.2,0.203415289746225,0.113771107420886,1,267.125,0.574658510370031
"Myotis keenii",0,0.44912641315519,0.945340501792115,0.252747252747253,0.191335740072202,0.970430107526882,0.36426116838488,0.623873873873874,0.806451612903226,0.177916666666667,0.017496793144707,0.764871685405556,0.389102602972872,0.0405826975393272,0.4,0.247371333702269,0.111853378197109,1,467.3125,0.575445833806953
"Anoura geoffroyi",0,0.758478931140802,0.590501792114695,0.573260073260073,0.436823104693141,0.274193548387097,0.36426116838488,0.695945945945946,0.951612903225806,0.13925,0.0848475340379847,0.536058955477603,0.297598574203124,0.676193135559672,0.4,0.225393311724247,0.0606047931055883,1,398.875,0.580634683394055
"Scotophilus nux",0,0.131551901336074,0.201612903225806,0.847985347985348,0.552346570397112,0.269713261648746,1,1,0.66888045540797,0.221833333333333,0.357633037299475,0.368754936747572,0.221421218288352,0.685430950374067,0.2,0.203415289746225,0.154023401418547,1,263.875,0.584011305000132
"Rhinonicteris aurantia",1,0.954779033915725,0.409498207885305,0.652014652014652,0.927797833935018,0.503584229390681,NA,0.475225225225225,0.187855787476281,0.115916666666667,0.168656327668574,0.493257746318137,0.212965423552331,0.395318050009747,NA,0.280338366669302,0.351136660020672,1,383.785714285714,0.587250709977555
"Cynomops abrasus",0,0.794450154162384,0.885304659498208,0.21978021978022,0.24187725631769,0.646953405017921,0.36426116838488,0.695945945945946,0.863377609108159,0.135583333333333,0.0246964553575784,0.846114482672009,0.325508122886803,0.252342108309119,0.4,0.225393311724247,0.0905758262517292,1,465.9375,0.588993802276926
"Murina aurata",0,0.0842754367934224,0.221326164874552,0.752747252747253,0.906137184115523,0.28584229390681,1,1,0.49146110056926,0.229416666666667,0.332020472262549,0.442299748138695,0.214497313528792,0.65715474337542,0.2,0.203415289746225,0.208231192114548,1,248.75,0.592723679125853
"Hipposideros vittatus",0,0.565775950668037,0.0698924731182796,0.847985347985348,0.884476534296029,0.0851254480286738,1,1,0.303605313092979,0.171666666666667,0.470667143147011,0.368754936747572,0.214864754709099,0.9201088154921,0.2,0.203415289746225,0.278432596626327,1,235.9375,0.594607633398668
"Pipistrellus inexspectatus",0,0.152106885919836,0.270609318996416,0.847985347985348,0.700361010830325,0.309139784946237,1,1,0.524667931688805,0.218166666666667,0.284276202658946,0.368754936747572,0.217534932786333,0.61864927191014,0.2,0.203415289746225,0.199517518943104,1,267.625,0.600608785045871
"Miniopterus inflatus",0,0.646454265159301,0.326164874551971,0.948717948717949,0.418772563176895,0.256272401433692,1,0.695945945945946,0.529411764705882,0.160333333333333,0.236458969222411,0.294557025099083,0.303947699242836,0.718840677021398,0.2,0.225393311724247,0.198227720277132,1,314,0.602717470461455
"Syconycteris australis",0,0.387461459403905,0.39426523297491,0.957875457875458,0.523465703971119,0.633512544802867,NA,1,0.344402277039848,0.181916666666667,0.178005700122432,0.240676379757654,0.223270881269291,0.268764485235127,NA,0.203415289746225,0.262936717738313,1,359.357142857143,0.60585466800973
"Hipposideros speoris",0,0.659815005138746,0.166666666666667,0.752747252747253,0.96028880866426,0.0259856630824373,1,1,0.313092979127135,0.15275,0.385498141182079,0.442299748138695,0.210498947627376,0.951569054660447,0.2,0.203415289746225,0.273950538208483,1,253.25,0.609824546928312
"Miniopterus pusillus",0,0.257965056526208,0.194444444444444,0.847985347985348,0.830324909747292,0.174731182795699,1,1,0.592030360531309,0.195416666666667,0.366886514817663,0.368754936747572,0.21572359905156,0.854066221166751,0.2,0.203415289746225,0.17688433491887,1,264.5,0.612185162753788
"Lasiurus cinereus",0,0.339157245632066,0.838709677419355,0.344322344322344,0.40072202166065,0.475806451612903,1,0.695945945945946,0.818785578747628,0.186333333333333,0.0310031889300276,0.714758133166926,0.30697474877372,0.417005497335449,0.2,0.225393311724247,0.10754997562055,1,395.625,0.614181158167612
"Cynomops planirostris",0,0.819116135662898,0.862903225806452,0.21978021978022,0.339350180505415,0.765232974910394,0.36426116838488,0.695945945945946,0.864326375711575,0.13325,0.0275928899273568,0.846114482672009,0.314034533005396,0.170228482986963,0.4,0.225393311724247,0.0905197618238152,1,485.8125,0.616364528338472
"Myotis longipes",0,0.304213771839671,0.257168458781362,0.847985347985348,0.606498194945848,0.329749103942652,1,1,0.606261859582543,0.18975,0.298416831487119,0.368754936747572,0.219509990153486,0.588988422498269,0.2,0.203415289746225,0.174036537804573,1,294.625,0.618984592134678
"Neoromicia nanus",0,NA,0.0681003584229391,0.847985347985348,0.711191335740072,0.0878136200716846,1,1,0.673624288425047,NA,0.476768378074637,0.368754936747572,0.217489548652117,0.918677092574408,0.2,0.203415289746225,0.151928983680041,1,240,0.626959278663584
"Myotis macrodactylus",0,0.275436793422405,0.362903225806452,0.752747252747253,0.772563176895307,0.216845878136201,1,1,0.657495256166983,0.19375,0.202327817889431,0.442299748138695,0.216587946686165,0.777258866419538,0.2,0.203415289746225,0.157796824718636,1,299.375,0.629748947896825
"Artibeus obscurus",1,0.806783144912641,0.614695340501792,0.652014652014652,0.71841155234657,0.744623655913978,NA,0.475225225225225,0.445920303605313,0.134666666666667,0.0766477557816535,0.493257746318137,0.217465687926567,0.187850782346708,NA,0.280338366669302,0.221546911844891,1,464.928571428571,0.636810553502882
"Rhinolophus capensis",0,0.637204522096608,0.508064516129032,0.847985347985348,0.472924187725632,0.473118279569892,1,1,0.174573055028463,0.163833333333333,0.125183075816761,0.368754936747572,0.250485997724755,0.418922877084982,0.2,0.203415289746225,0.357569873503962,1,328.625,0.639233738566872
"Phyllostomus discolor",0,0.76978417266187,0.840501792114695,0.360805860805861,0.429602888086643,0.302867383512545,1,0.695945945945946,0.733396584440228,0.138083333333333,0.0307358860230187,0.598177859725381,0.298652021692359,0.629784416338299,0.2,0.225393311724247,0.135699142835506,1,414.4375,0.641613078445973
"Glauconycteris argentata",0,0.126927029804728,0.361111111111111,1,0.953068592057762,0.300179211469534,NA,1,0.77134724857685,0.2225,0.20342303277345,0.182613875611425,0.211375736795071,0.632572918622536,NA,0.203415289746225,0.12315223204391,1,347.642857142857,0.644661884717141
"Nycteris nana",0,0.57502569373073,0.21505376344086,0.957875457875458,0.974729241877256,0.361111111111111,NA,1,0.44022770398482,0.171083333333333,0.340431778586242,0.240676379757654,0.209595398572421,0.546680013925298,NA,0.203415289746225,0.223294582298603,1,345.714285714286,0.646288996002891
"Hipposideros lankadiva",0,0.673689619732785,0.172043010752688,0.752747252747253,0.956678700361011,0.170250896057348,1,1,0.469639468690702,0.147583333333333,0.382601887311159,0.442299748138695,0.21127199857413,0.857076127187788,0.2,0.203415289746225,0.214889426831989,1,296.3125,0.649381118542723
"Taphozous theobaldi",0,0.44655704008222,0.160394265232975,0.952380952380952,0.989169675090253,0.0421146953405018,1,1,0.644212523719165,0.178,0.389410615302684,0.261822133062191,0.208697916069427,0.941900764627571,0.2,0.203415289746225,0.162130640525564,1,280.125,0.654353643980758
"Eptesicus furinalis",0,0.268242548818088,0.632616487455197,0.456043956043956,0.664259927797834,0.460573476702509,1,1,0.777039848197344,0.194416666666667,0.0715152333701832,0.593254414531072,0.217930795757858,0.433153599286768,0.2,0.203415289746225,0.121312258712046,1,372,0.657347030626866
"Rhinolophus megaphyllus",0,0.484583761562179,0.726702508960573,0.847985347985348,0.48014440433213,0.627240143369176,1,1,0.159392789373814,0.176333333333333,0.050958088897497,0.368754936747572,0.249882719652263,0.277260743566161,0.2,0.203415289746225,0.368607079597686,1,360.3125,0.665756119447902
"Cardioderma cor",0,0.672147995889003,0.384408602150538,0.847985347985348,0.909747292418773,0.0761648745519713,1,1,0.495256166982922,0.14775,0.183919110582945,0.368754936747572,0.214220439406452,0.924556351372987,0.2,0.203415289746225,0.207367810783722,1,317.625,0.673213784997319
"Natalus tumidirostris",0,0.89311408016444,0.866487455197133,0.573260073260073,0.433212996389892,0.848566308243728,0.36426116838488,0.695945945945946,0.776091081593928,0.123333333333333,0.0268019721641517,0.536058955477603,0.297795109878172,0.112729774799405,0.4,0.225393311724247,0.12138176677984,1,510.625,0.681367388647502
"Platyrrhinus helleri",0,0.68705035971223,0.549283154121864,0.360805860805861,0.425992779783394,0.797491039426523,1,0.695945945945946,0.96584440227704,0.14625,0.100829536704895,0.598177859725381,0.300962842096776,0.146956696667575,0.2,0.225393311724247,0.0540048326449867,1,463.25,0.685301692759107
"Nyctinomops macrotis",0,0.753340184994861,0.681899641577061,0.456043956043956,0.729241877256318,0.288530465949821,1,1,0.584440227703985,0.1395,0.0628094236314529,0.593254414531072,0.217355648873445,0.65570201047859,0.2,0.203415289746225,0.17796631829292,1,390.75,0.68668704419075
"Pteropus neohibernicus",0,0.34224049331963,0.462365591397849,0.987179487179487,0.877256317689531,0.344982078853047,1,1,0.488614800759013,0.18575,0.142739840249625,0.184726768827405,0.215189345464999,0.562866223656588,0.2,0.203415289746225,0.20887148026442,1,328.625,0.68782984614982
"Artibeus fimbriatus",0,0.804213771839671,0.556451612903226,0.456043956043956,0.602888086642599,0.530465949820789,1,1,0.566413662239089,0.135,0.0955327816752891,0.593254414531072,0.219527963384264,0.380179987682164,0.2,0.203415289746225,0.183613018792439,1,406.4375,0.689559629936166
